|"380|",|"1|",|"17|",|"174.65|",|"56|",|"false|",|

|"146|",|"710|",|"14|",|"761.09|",|"86|",|"false|",|

|"426|",|"668|",|"3|",|"270.70|",|"36|",|"true|",|"2013-08-04 13:36:02|"|

|"54|",|"1444|",|"1|",|"433.47|",|"4|",|"true|",|"1995-07-05 06:34:19|"|

|"420|",|"1146|",|"15|",|"185.43|",|"6|",|"true|",|"2005-10-17 13:57:02|"|

|"70|",|"1792|",|"24|",|"168.27|",|"28|",|"true|",|"2012-03-19 15:29:43|"|

|"465|",|"671|",|"18|",|"307.61|",|"1|",|"true|",|"2011-06-25 15:49:43|"|

|"302|",|"1181|",|"20|",|"794.62|",|"50|",|"false|",|

|"68|",|"814|",|"10|",|"779.51|",|"55|",|"true|",|"1970-04-20 04:15:19|"|

|"83|",|"251|",|"13|",|"877.34|",|"84|",|"false|",|

|"118|",|"1990|",|"21|",|"238.97|",|"69|",|"true|",|"1991-03-30 01:12:34|"|

|"285|",|"439|",|"22|",|"844.20|",|"52|",|"false|",|

|"311|",|"1811|",|"10|",|"519.88|",|"35|",|"false|",|

|"178|",|"1200|",|"1|",|"333.63|",|"67|",|"true|",|"1998-07-15 03:17:37|"|

|"17|",|"852|",|"19|",|"939.73|",|"43|",|"false|",|

|"469|",|"70|",|"15|",|"801.17|",|"46|",|"false|",|

|"206|",|"925|",|"1|",|"828.01|",|"72|",|"true|",|"1971-10-04 22:52:42|"|

|"51|",|"252|",|"21|",|"410.70|",|"70|",|"true|",|"1981-11-01 13:28:22|"|

|"371|",|"543|",|"8|",|"818.49|",|"60|",|"false|",|

|"321|",|"1255|",|"8|",|"295.92|",|"68|",|"true|",|"1987-11-05 05:58:36|"|

|"414|",|"925|",|"1|",|"45.33|",|"33|",|"false|",|

|"149|",|"1378|",|"21|",|"453.86|",|"46|",|"true|",|"2005-11-27 04:29:36|"|

|"31|",|"893|",|"3|",|"45.92|",|"36|",|"true|",|"1970-02-26 19:01:43|"|

|"139|",|"1043|",|"8|",|"897.08|",|"37|",|"true|",|"2019-06-06 11:07:28|"|

|"170|",|"1440|",|"16|",|"462.79|",|"84|",|"true|",|"1990-09-18 11:17:51|"|

|"403|",|"1916|",|"14|",|"821.91|",|"61|",|"true|",|"1992-03-05 17:06:55|"|

|"21|",|"310|",|"5|",|"120.47|",|"1|",|"false|",|

|"432|",|"1335|",|"20|",|"832.33|",|"20|",|"true|",|"1982-08-14 15:36:17|"|

|"90|",|"1443|",|"6|",|"324.54|",|"90|",|"false|",|

|"274|",|"12|",|"17|",|"460.56|",|"97|",|"true|",|"2015-04-13 09:17:11|"|

|"391|",|"959|",|"9|",|"864.44|",|"46|",|"false|",|

|"377|",|"778|",|"21|",|"54.56|",|"12|",|"true|",|"1995-04-23 09:04:50|"|

|"75|",|"599|",|"12|",|"705.54|",|"82|",|"false|",|

|"493|",|"249|",|"18|",|"812.47|",|"74|",|"false|",|

|"98|",|"1513|",|"9|",|"609.57|",|"72|",|"true|",|"2020-09-18 04:51:13|"|

|"350|",|"568|",|"23|",|"359.56|",|"2|",|"false|",|

|"141|",|"1170|",|"11|",|"3.96|",|"12|",|"false|",|

|"87|",|"1220|",|"24|",|"898.84|",|"71|",|"true|",|"2004-01-03 05:26:15|"|

|"73|",|"1053|",|"4|",|"569.19|",|"76|",|"true|",|"2004-07-22 22:11:40|"|

|"420|",|"919|",|"7|",|"805.29|",|"69|",|"false|",|

|"433|",|"26|",|"6|",|"379.38|",|"23|",|"true|",|"2000-02-26 23:03:01|"|

|"193|",|"1777|",|"17|",|"565.07|",|"62|",|"false|",|

|"101|",|"568|",|"1|",|"61.71|",|"15|",|"true|",|"1987-11-16 15:50:17|"|

|"295|",|"251|",|"14|",|"643.97|",|"57|",|"true|",|"1982-05-10 15:43:04|"|

|"52|",|"1024|",|"18|",|"273.95|",|"38|",|"true|",|"2020-01-27 20:28:05|"|

|"371|",|"671|",|"23|",|"81.14|",|"44|",|"false|",|

|"190|",|"1591|",|"5|",|"806.62|",|"91|",|"true|",|"2007-09-17 11:53:14|"|

|"339|",|"1335|",|"16|",|"558.16|",|"88|",|"true|",|"1975-12-29 01:11:08|"|

|"113|",|"1668|",|"15|",|"576.46|",|"100|",|"true|",|"2002-04-30 02:43:31|"|

|"276|",|"1281|",|"12|",|"410.92|",|"3|",|"true|",|"1985-11-16 17:58:20|"|

|"438|",|"746|",|"18|",|"531.16|",|"21|",|"false|",|

|"170|",|"739|",|"6|",|"635.45|",|"33|",|"true|",|"1990-09-06 23:34:39|"|

|"182|",|"1206|",|"1|",|"166.08|",|"2|",|"false|",|

|"426|",|"1445|",|"9|",|"403.80|",|"78|",|"false|",|

|"300|",|"887|",|"10|",|"628.36|",|"81|",|"false|",|

|"185|",|"982|",|"24|",|"618.40|",|"100|",|"false|",|

|"479|",|"1122|",|"15|",|"137.21|",|"32|",|"false|",|

|"114|",|"671|",|"9|",|"946.34|",|"81|",|"true|",|"1994-07-02 12:27:09|"|

|"166|",|"325|",|"6|",|"17.58|",|"74|",|"true|",|"1985-09-03 20:20:03|"|

|"66|",|"1440|",|"21|",|"984.43|",|"27|",|"false|",|

|"347|",|"830|",|"15|",|"289.43|",|"99|",|"true|",|"1989-05-05 08:40:29|"|

|"218|",|"1608|",|"13|",|"515.59|",|"57|",|"false|",|

|"30|",|"1275|",|"2|",|"688.87|",|"12|",|"true|",|"1997-09-25 07:02:26|"|

|"374|",|"1882|",|"19|",|"301.56|",|"39|",|"false|",|

|"323|",|"1076|",|"12|",|"875.40|",|"98|",|"true|",|"1992-10-26 22:13:06|"|

|"294|",|"280|",|"16|",|"943.42|",|"25|",|"false|",|

|"88|",|"708|",|"19|",|"362.73|",|"67|",|"true|",|"2021-10-30 11:38:48|"|

|"212|",|"989|",|"9|",|"510.54|",|"4|",|"true|",|"2010-02-17 19:02:19|"|

|"39|",|"1838|",|"2|",|"959.86|",|"5|",|"true|",|"1998-10-18 05:33:46|"|

|"455|",|"853|",|"1|",|"659.77|",|"88|",|"true|",|"2009-06-09 08:16:33|"|

|"319|",|"502|",|"20|",|"389.33|",|"36|",|"true|",|"2014-10-06 07:29:35|"|

|"447|",|"749|",|"13|",|"19.36|",|"77|",|"false|",|

|"245|",|"695|",|"19|",|"232.26|",|"48|",|"false|",|

|"151|",|"425|",|"23|",|"122.90|",|"79|",|"false|",|

|"272|",|"1274|",|"21|",|"507.02|",|"68|",|"false|",|

|"442|",|"1480|",|"16|",|"308.61|",|"84|",|"true|",|"2001-11-06 21:45:01|"|

|"201|",|"953|",|"23|",|"807.89|",|"25|",|"true|",|"1980-10-11 02:58:53|"|

|"138|",|"238|",|"11|",|"8.03|",|"12|",|"false|",|

|"460|",|"1687|",|"16|",|"586.53|",|"63|",|"false|",|

|"167|",|"1550|",|"8|",|"544.61|",|"24|",|"true|",|"2001-12-30 00:19:53|"|

|"464|",|"1349|",|"3|",|"546.19|",|"52|",|"false|",|

|"22|",|"1053|",|"8|",|"738.68|",|"19|",|"false|",|

|"469|",|"1630|",|"1|",|"495.11|",|"53|",|"false|",|

|"313|",|"1532|",|"24|",|"358.79|",|"25|",|"true|",|"2004-03-29 04:47:59|"|

|"423|",|"997|",|"21|",|"506.26|",|"16|",|"false|",|

|"324|",|"1319|",|"6|",|"455.64|",|"26|",|"true|",|"2020-11-27 07:37:26|"|

|"300|",|"313|",|"16|",|"756.68|",|"100|",|"true|",|"1977-11-27 21:07:42|"|

|"283|",|"557|",|"16|",|"399.51|",|"53|",|"true|",|"1970-03-08 04:35:42|"|

|"47|",|"474|",|"17|",|"551.28|",|"19|",|"false|",|

|"99|",|"634|",|"1|",|"932.14|",|"15|",|"true|",|"2005-06-27 02:42:19|"|

|"456|",|"258|",|"1|",|"357.30|",|"4|",|"false|",|

|"42|",|"71|",|"7|",|"155.52|",|"58|",|"true|",|"1992-07-03 10:51:20|"|

|"207|",|"1348|",|"18|",|"220.43|",|"2|",|"false|",|

|"440|",|"1795|",|"18|",|"502.58|",|"10|",|"true|",|"1997-06-11 11:55:55|"|

|"128|",|"1850|",|"3|",|"37.83|",|"41|",|"true|",|"1970-11-30 14:43:42|"|

|"177|",|"102|",|"23|",|"287.10|",|"14|",|"false|",|

|"94|",|"1790|",|"9|",|"364.08|",|"2|",|"true|",|"1974-12-11 18:41:12|"|

|"197|",|"19|",|"2|",|"114.62|",|"37|",|"false|",|

|"226|",|"67|",|"0|",|"28.93|",|"17|",|"true|",|"2010-11-13 18:13:12|"|

|"390|",|"696|",|"0|",|"902.60|",|"12|",|"false|",|

|"229|",|"1258|",|"12|",|"60.00|",|"31|",|"true|",|"1974-10-23 18:48:26|"|

|"231|",|"1642|",|"11|",|"49.35|",|"94|",|"false|",|

|"275|",|"558|",|"4|",|"857.59|",|"93|",|"true|",|"2019-11-26 12:38:51|"|

|"235|",|"1437|",|"14|",|"356.96|",|"33|",|"false|",|

|"13|",|"1652|",|"0|",|"271.06|",|"56|",|"false|",|

|"374|",|"1557|",|"17|",|"766.19|",|"66|",|"true|",|"2015-02-01 20:22:24|"|

|"462|",|"1881|",|"12|",|"970.77|",|"77|",|"false|",|

|"325|",|"1759|",|"22|",|"528.44|",|"58|",|"true|",|"2014-10-07 02:19:35|"|

|"216|",|"519|",|"3|",|"583.40|",|"77|",|"true|",|"2016-08-13 23:20:22|"|

|"435|",|"1166|",|"17|",|"685.14|",|"33|",|"true|",|"1988-05-20 05:36:52|"|

|"243|",|"1121|",|"17|",|"841.51|",|"49|",|"true|",|"2009-05-16 02:09:17|"|

|"400|",|"836|",|"15|",|"432.46|",|"39|",|"false|",|

|"452|",|"380|",|"3|",|"821.85|",|"17|",|"true|",|"2016-10-17 00:26:06|"|

|"81|",|"1725|",|"24|",|"402.30|",|"5|",|"true|",|"2011-03-09 04:48:42|"|

|"295|",|"106|",|"13|",|"384.93|",|"22|",|"false|",|

|"126|",|"873|",|"4|",|"252.13|",|"8|",|"true|",|"2010-09-05 00:07:20|"|

|"455|",|"972|",|"20|",|"515.72|",|"71|",|"false|",|

|"314|",|"1520|",|"8|",|"466.88|",|"17|",|"true|",|"1972-01-15 15:24:13|"|

|"255|",|"488|",|"22|",|"528.68|",|"74|",|"false|",|

|"272|",|"903|",|"8|",|"261.84|",|"58|",|"false|",|

|"19|",|"89|",|"16|",|"772.47|",|"3|",|"true|",|"1978-01-19 10:52:13|"|

|"324|",|"1519|",|"7|",|"79.37|",|"77|",|"true|",|"1984-06-21 01:30:04|"|

|"499|",|"880|",|"8|",|"285.52|",|"22|",|"false|",|

|"113|",|"1522|",|"19|",|"668.30|",|"36|",|"false|",|

|"460|",|"1069|",|"21|",|"99.36|",|"98|",|"true|",|"2012-03-01 15:15:48|"|

|"66|",|"77|",|"14|",|"524.67|",|"60|",|"false|",|

|"347|",|"498|",|"14|",|"262.40|",|"79|",|"true|",|"1983-11-12 14:51:15|"|

|"488|",|"455|",|"14|",|"998.27|",|"85|",|"false|",|

|"343|",|"733|",|"12|",|"654.64|",|"99|",|"false|",|

|"159|",|"1317|",|"10|",|"109.93|",|"31|",|"true|",|"2011-10-27 01:23:27|"|

|"160|",|"456|",|"17|",|"848.57|",|"38|",|"true|",|"1981-05-28 04:47:48|"|

|"311|",|"1528|",|"10|",|"191.62|",|"22|",|"true|",|"1987-04-04 18:12:55|"|

|"128|",|"481|",|"20|",|"340.96|",|"56|",|"false|",|

|"302|",|"53|",|"10|",|"664.52|",|"11|",|"true|",|"1978-11-26 21:35:34|"|

|"20|",|"454|",|"17|",|"261.33|",|"30|",|"false|",|

|"234|",|"951|",|"16|",|"183.18|",|"24|",|"true|",|"2021-01-28 22:35:29|"|

|"324|",|"326|",|"20|",|"292.28|",|"24|",|"false|",|

|"353|",|"482|",|"15|",|"850.52|",|"92|",|"false|",|

|"41|",|"1986|",|"15|",|"144.54|",|"10|",|"false|",|

|"157|",|"1949|",|"23|",|"950.43|",|"97|",|"true|",|"1984-08-27 00:32:36|"|

|"406|",|"388|",|"23|",|"541.31|",|"29|",|"false|",|

|"308|",|"1043|",|"8|",|"568.45|",|"1|",|"false|",|

|"280|",|"1675|",|"8|",|"677.21|",|"21|",|"false|",|

|"371|",|"1465|",|"4|",|"875.21|",|"56|",|"true|",|"2009-05-16 01:36:30|"|

|"168|",|"455|",|"14|",|"757.75|",|"21|",|"true|",|"2007-03-03 19:18:33|"|

|"85|",|"327|",|"5|",|"840.67|",|"48|",|"true|",|"2011-08-11 00:57:32|"|

|"472|",|"1458|",|"4|",|"748.67|",|"39|",|"false|",|

|"15|",|"1845|",|"14|",|"736.37|",|"13|",|"false|",|

|"453|",|"1332|",|"14|",|"287.69|",|"48|",|"false|",|

|"7|",|"1569|",|"24|",|"427.89|",|"76|",|"true|",|"1990-07-09 07:40:59|"|

|"245|",|"193|",|"23|",|"850.15|",|"77|",|"true|",|"2020-02-03 02:33:44|"|

|"316|",|"1916|",|"17|",|"962.14|",|"22|",|"false|",|

|"160|",|"1053|",|"8|",|"725.46|",|"6|",|"false|",|

|"370|",|"1465|",|"17|",|"938.25|",|"77|",|"true|",|"1991-08-06 10:46:32|"|

|"376|",|"629|",|"23|",|"774.34|",|"51|",|"false|",|

|"101|",|"680|",|"4|",|"380.65|",|"88|",|"true|",|"1996-07-30 20:06:35|"|

|"329|",|"870|",|"18|",|"246.86|",|"70|",|"false|",|

|"469|",|"1208|",|"12|",|"848.48|",|"62|",|"false|",|

|"345|",|"330|",|"5|",|"752.56|",|"31|",|"false|",|

|"276|",|"1546|",|"23|",|"767.56|",|"70|",|"false|",|

|"290|",|"299|",|"21|",|"340.81|",|"82|",|"true|",|"1980-01-20 13:06:41|"|

|"7|",|"1396|",|"3|",|"541.77|",|"74|",|"true|",|"1992-10-12 01:01:09|"|

|"175|",|"681|",|"17|",|"200.95|",|"93|",|"true|",|"1993-02-13 00:52:54|"|

|"223|",|"171|",|"8|",|"682.87|",|"85|",|"false|",|

|"102|",|"754|",|"23|",|"792.91|",|"62|",|"false|",|

|"235|",|"461|",|"4|",|"722.61|",|"82|",|"false|",|

|"290|",|"749|",|"1|",|"70.43|",|"62|",|"false|",|

|"184|",|"1511|",|"0|",|"984.55|",|"38|",|"false|",|

|"325|",|"1855|",|"11|",|"335.55|",|"82|",|"true|",|"1986-04-27 12:02:13|"|

|"63|",|"1982|",|"22|",|"863.48|",|"81|",|"false|",|

|"101|",|"1413|",|"11|",|"640.66|",|"45|",|"false|",|

|"262|",|"897|",|"15|",|"930.70|",|"65|",|"false|",|

|"52|",|"72|",|"4|",|"645.30|",|"85|",|"false|",|

|"198|",|"1583|",|"0|",|"348.21|",|"7|",|"false|",|

|"128|",|"1275|",|"13|",|"123.69|",|"70|",|"true|",|"1975-07-01 02:08:49|"|

|"296|",|"385|",|"21|",|"507.21|",|"4|",|"true|",|"1999-09-20 11:40:38|"|

|"292|",|"620|",|"4|",|"274.05|",|"22|",|"true|",|"2006-07-05 00:09:25|"|

|"348|",|"1056|",|"22|",|"23.49|",|"15|",|"true|",|"2006-05-02 16:52:23|"|

|"282|",|"1121|",|"17|",|"235.68|",|"56|",|"false|",|

|"237|",|"1981|",|"10|",|"551.87|",|"60|",|"false|",|

|"86|",|"1311|",|"5|",|"711.50|",|"86|",|"true|",|"1991-08-17 15:25:10|"|

|"387|",|"634|",|"1|",|"858.67|",|"27|",|"true|",|"1985-07-23 04:00:59|"|

|"308|",|"1419|",|"10|",|"32.92|",|"63|",|"false|",|

|"406|",|"746|",|"13|",|"956.30|",|"97|",|"false|",|

|"345|",|"1872|",|"12|",|"58.36|",|"2|",|"false|",|

|"430|",|"82|",|"3|",|"430.96|",|"41|",|"true|",|"2022-02-13 19:30:50|"|

|"70|",|"1086|",|"2|",|"27.63|",|"10|",|"true|",|"1973-07-12 00:13:14|"|

|"193|",|"1330|",|"14|",|"353.79|",|"90|",|"true|",|"1987-06-30 03:59:11|"|

|"418|",|"485|",|"21|",|"227.44|",|"37|",|"true|",|"1983-11-18 01:26:19|"|

|"457|",|"1451|",|"13|",|"278.09|",|"56|",|"false|",|

|"48|",|"1450|",|"12|",|"378.47|",|"33|",|"false|",|

|"371|",|"271|",|"2|",|"210.90|",|"35|",|"true|",|"1978-05-21 14:01:00|"|

|"460|",|"260|",|"17|",|"254.51|",|"64|",|"true|",|"1982-03-19 01:01:46|"|

|"339|",|"1522|",|"19|",|"437.93|",|"2|",|"false|",|

|"332|",|"1839|",|"3|",|"537.93|",|"62|",|"false|",|

|"169|",|"450|",|"0|",|"479.17|",|"80|",|"true|",|"1996-01-29 19:16:38|"|

|"120|",|"814|",|"6|",|"84.89|",|"71|",|"true|",|"2016-09-25 09:31:06|"|

|"136|",|"1034|",|"15|",|"558.10|",|"99|",|"true|",|"1978-05-20 15:44:39|"|

|"133|",|"1034|",|"17|",|"157.83|",|"96|",|"false|",|

|"25|",|"1094|",|"16|",|"466.78|",|"69|",|"false|",|

|"387|",|"450|",|"10|",|"214.83|",|"15|",|"true|",|"1976-12-06 13:43:34|"|

|"152|",|"597|",|"0|",|"461.08|",|"96|",|"true|",|"2002-06-01 01:55:00|"|

|"8|",|"1416|",|"16|",|"300.49|",|"16|",|"true|",|"1987-08-08 20:44:30|"|

|"493|",|"754|",|"23|",|"19.00|",|"56|",|"false|",|

|"179|",|"1464|",|"21|",|"137.71|",|"93|",|"false|",|

|"191|",|"249|",|"6|",|"160.88|",|"89|",|"true|",|"1988-12-13 09:48:36|"|

|"38|",|"1483|",|"13|",|"485.15|",|"99|",|"false|",|

|"283|",|"388|",|"20|",|"684.02|",|"54|",|"false|",|

|"251|",|"876|",|"11|",|"128.98|",|"99|",|"false|",|

|"389|",|"746|",|"13|",|"825.57|",|"72|",|"true|",|"1998-06-09 12:02:54|"|

|"230|",|"1769|",|"8|",|"982.78|",|"72|",|"true|",|"2018-08-13 20:53:29|"|

|"243|",|"1932|",|"24|",|"574.40|",|"93|",|"false|",|

|"311|",|"298|",|"10|",|"676.79|",|"27|",|"false|",|

|"217|",|"1430|",|"21|",|"546.21|",|"10|",|"true|",|"2005-02-27 02:55:41|"|

|"25|",|"1087|",|"0|",|"662.04|",|"74|",|"true|",|"1991-04-06 15:58:13|"|

|"353|",|"369|",|"10|",|"533.17|",|"70|",|"true|",|"2005-07-06 15:38:49|"|

|"85|",|"1508|",|"10|",|"564.38|",|"20|",|"false|",|

|"495|",|"1064|",|"14|",|"705.94|",|"78|",|"true|",|"1986-06-08 17:21:07|"|

|"278|",|"15|",|"5|",|"829.31|",|"36|",|"true|",|"1998-07-11 12:57:50|"|

|"159|",|"1384|",|"12|",|"513.25|",|"38|",|"true|",|"2007-04-03 21:42:01|"|

|"483|",|"548|",|"12|",|"174.43|",|"16|",|"false|",|

|"318|",|"854|",|"10|",|"718.73|",|"34|",|"false|",|

|"176|",|"1764|",|"7|",|"365.96|",|"72|",|"false|",|

|"311|",|"1271|",|"3|",|"331.19|",|"98|",|"true|",|"2007-07-05 22:10:37|"|

|"8|",|"542|",|"9|",|"998.53|",|"89|",|"true|",|"1989-01-08 12:39:32|"|

|"1|",|"1493|",|"11|",|"440.13|",|"67|",|"true|",|"1994-03-10 15:54:59|"|

|"435|",|"173|",|"23|",|"107.06|",|"81|",|"false|",|

|"142|",|"1768|",|"15|",|"46.99|",|"59|",|"false|",|

|"118|",|"520|",|"5|",|"886.83|",|"70|",|"false|",|

|"276|",|"1593|",|"17|",|"594.18|",|"20|",|"true|",|"1986-04-18 12:40:31|"|

|"127|",|"1101|",|"7|",|"577.22|",|"32|",|"false|",|

|"31|",|"1343|",|"3|",|"134.28|",|"89|",|"true|",|"1987-07-18 23:22:00|"|

|"491|",|"1784|",|"14|",|"900.80|",|"91|",|"false|",|

|"10|",|"1204|",|"8|",|"962.55|",|"2|",|"false|",|

|"144|",|"903|",|"18|",|"5.81|",|"89|",|"false|",|

|"342|",|"891|",|"13|",|"775.20|",|"98|",|"false|",|

|"207|",|"357|",|"15|",|"688.03|",|"18|",|"true|",|"1993-09-28 11:40:12|"|

|"117|",|"1893|",|"0|",|"330.49|",|"92|",|"true|",|"1974-05-05 06:22:29|"|

|"110|",|"1860|",|"20|",|"974.21|",|"34|",|"true|",|"1993-10-12 11:23:45|"|

|"29|",|"171|",|"23|",|"390.09|",|"20|",|"true|",|"1989-06-14 13:00:16|"|

|"46|",|"842|",|"4|",|"138.14|",|"20|",|"false|",|

|"46|",|"74|",|"1|",|"442.87|",|"90|",|"true|",|"2003-06-17 12:23:20|"|

|"306|",|"482|",|"7|",|"560.61|",|"68|",|"true|",|"1986-03-30 22:02:44|"|

|"163|",|"649|",|"20|",|"977.63|",|"71|",|"false|",|

|"424|",|"773|",|"20|",|"194.09|",|"56|",|"false|",|

|"232|",|"632|",|"23|",|"565.83|",|"52|",|"false|",|

|"375|",|"44|",|"3|",|"142.51|",|"86|",|"true|",|"2001-05-07 10:20:22|"|

|"306|",|"1405|",|"21|",|"810.62|",|"45|",|"false|",|

|"293|",|"1311|",|"0|",|"400.43|",|"10|",|"false|",|

|"455|",|"637|",|"19|",|"716.77|",|"73|",|"false|",|

|"161|",|"1893|",|"0|",|"367.48|",|"63|",|"true|",|"1986-11-04 09:57:31|"|

|"468|",|"942|",|"14|",|"535.56|",|"93|",|"false|",|

|"411|",|"1653|",|"13|",|"35.05|",|"31|",|"true|",|"1994-05-11 18:23:19|"|

|"406|",|"130|",|"18|",|"353.82|",|"50|",|"false|",|

|"64|",|"1646|",|"2|",|"730.23|",|"50|",|"false|",|

|"73|",|"972|",|"19|",|"985.47|",|"54|",|"true|",|"1997-01-02 23:10:53|"|

|"159|",|"1767|",|"7|",|"591.04|",|"41|",|"true|",|"1975-07-28 21:46:51|"|

|"96|",|"1211|",|"22|",|"788.79|",|"23|",|"false|",|

|"285|",|"1299|",|"24|",|"235.92|",|"47|",|"false|",|

|"371|",|"1404|",|"2|",|"482.42|",|"20|",|"false|",|

|"496|",|"1710|",|"21|",|"83.46|",|"95|",|"false|",|

|"299|",|"1316|",|"11|",|"609.22|",|"44|",|"true|",|"2016-05-19 12:07:42|"|

|"78|",|"699|",|"16|",|"908.61|",|"34|",|"false|",|

|"366|",|"1802|",|"22|",|"712.61|",|"10|",|"true|",|"2018-06-12 18:38:32|"|

|"365|",|"951|",|"16|",|"990.79|",|"6|",|"true|",|"2006-06-01 06:54:18|"|

|"147|",|"84|",|"15|",|"303.14|",|"95|",|"true|",|"2015-06-27 16:13:38|"|

|"439|",|"689|",|"2|",|"879.32|",|"90|",|"true|",|"1998-03-01 18:52:48|"|

|"320|",|"1231|",|"18|",|"512.24|",|"52|",|"true|",|"2011-04-03 15:08:38|"|

|"151|",|"902|",|"4|",|"519.60|",|"93|",|"false|",|

|"411|",|"1662|",|"24|",|"699.99|",|"41|",|"true|",|"1980-12-10 16:23:03|"|

|"35|",|"317|",|"11|",|"876.48|",|"38|",|"false|",|

|"397|",|"1518|",|"0|",|"428.96|",|"33|",|"true|",|"2021-10-22 15:27:05|"|

|"322|",|"1293|",|"1|",|"682.57|",|"80|",|"true|",|"1979-11-08 08:31:18|"|

|"426|",|"1918|",|"3|",|"909.95|",|"28|",|"false|",|

|"90|",|"578|",|"5|",|"687.81|",|"78|",|"false|",|

|"486|",|"314|",|"8|",|"347.93|",|"24|",|"false|",|

|"195|",|"1271|",|"3|",|"155.78|",|"69|",|"true|",|"2001-05-05 06:26:52|"|

|"321|",|"170|",|"0|",|"413.19|",|"97|",|"false|",|

|"34|",|"542|",|"11|",|"901.56|",|"35|",|"true|",|"1984-10-16 18:37:43|"|

|"363|",|"542|",|"9|",|"449.52|",|"17|",|"false|",|

|"155|",|"1576|",|"11|",|"342.47|",|"0|",|"false|",|

|"272|",|"1166|",|"17|",|"977.09|",|"79|",|"true|",|"1994-03-21 02:10:06|"|

|"291|",|"537|",|"20|",|"674.70|",|"39|",|"true|",|"1978-04-14 18:56:50|"|

|"443|",|"810|",|"24|",|"653.37|",|"84|",|"false|",|

|"260|",|"1933|",|"3|",|"723.77|",|"46|",|"false|",|

|"167|",|"1993|",|"14|",|"169.56|",|"30|",|"true|",|"2017-03-19 12:24:14|"|

|"81|",|"1743|",|"7|",|"276.53|",|"84|",|"true|",|"2010-12-22 01:36:12|"|

|"461|",|"834|",|"10|",|"380.19|",|"25|",|"true|",|"2013-05-25 01:05:31|"|

|"196|",|"1833|",|"10|",|"36.32|",|"90|",|"true|",|"2003-10-06 22:46:44|"|

|"299|",|"76|",|"9|",|"449.17|",|"46|",|"false|",|

|"53|",|"1681|",|"15|",|"63.09|",|"42|",|"false|",|

|"197|",|"1551|",|"0|",|"59.61|",|"53|",|"true|",|"2020-06-09 21:06:08|"|

|"324|",|"1281|",|"24|",|"59.14|",|"18|",|"false|",|

|"136|",|"1283|",|"12|",|"598.48|",|"75|",|"false|",|

|"83|",|"326|",|"20|",|"762.16|",|"57|",|"true|",|"1993-01-10 17:37:44|"|

|"83|",|"428|",|"16|",|"618.50|",|"1|",|"false|",|

|"82|",|"1723|",|"20|",|"230.51|",|"51|",|"false|",|

|"273|",|"1982|",|"22|",|"121.96|",|"100|",|"false|",|

|"367|",|"1889|",|"20|",|"704.45|",|"80|",|"false|",|

|"126|",|"1052|",|"3|",|"157.52|",|"60|",|"false|",|

|"457|",|"1059|",|"11|",|"916.66|",|"55|",|"true|",|"1990-11-09 02:42:07|"|

|"205|",|"923|",|"17|",|"172.46|",|"57|",|"false|",|

|"31|",|"314|",|"8|",|"857.58|",|"50|",|"false|",|

|"331|",|"1787|",|"23|",|"864.31|",|"82|",|"true|",|"2008-07-18 16:49:53|"|

|"468|",|"1101|",|"9|",|"834.36|",|"91|",|"false|",|

|"262|",|"103|",|"10|",|"951.55|",|"18|",|"false|",|

|"210|",|"886|",|"22|",|"882.00|",|"65|",|"true|",|"1971-03-29 05:39:34|"|

|"382|",|"351|",|"6|",|"218.75|",|"51|",|"true|",|"2018-07-13 12:55:15|"|

|"428|",|"1741|",|"24|",|"130.87|",|"45|",|"true|",|"1999-10-25 14:13:24|"|

|"310|",|"246|",|"8|",|"800.82|",|"74|",|"true|",|"1972-01-01 05:11:36|"|

|"219|",|"1245|",|"11|",|"726.62|",|"71|",|"true|",|"2013-05-30 00:43:50|"|

|"215|",|"940|",|"14|",|"290.12|",|"92|",|"false|",|

|"21|",|"740|",|"0|",|"373.24|",|"48|",|"true|",|"2007-03-22 00:04:17|"|

|"155|",|"997|",|"11|",|"746.20|",|"26|",|"true|",|"1984-03-07 14:57:06|"|

|"483|",|"1176|",|"14|",|"448.48|",|"28|",|"true|",|"2008-11-07 13:57:54|"|

|"96|",|"751|",|"17|",|"323.96|",|"73|",|"true|",|"1995-09-23 16:40:17|"|

|"352|",|"1582|",|"16|",|"293.36|",|"79|",|"true|",|"2013-10-07 18:16:22|"|

|"409|",|"1678|",|"10|",|"638.36|",|"66|",|"true|",|"1996-08-24 17:32:33|"|

|"485|",|"342|",|"16|",|"951.03|",|"70|",|"true|",|"2019-06-18 04:04:58|"|

|"457|",|"1464|",|"21|",|"469.05|",|"23|",|"false|",|

